Name,Type,Latitude,Longitude
CT Scan,Hospital,10.6138065,76.1962183
3D-4D Ultrasound Scan,Hospital,10.6138971,76.1957005
DSA Room,Hospital,10.6138307,76.195701
Audiology & Speech Therapy,Hospital,10.6138247,76.1960326
Treatment & Dressing Room,Hospital,10.6138969,76.1960317
Dept. of Geneto-Urinary Surgery,Hospital,10.6151788,76.1954886
Infertility Clinic,Hospital,10.615153,76.1962881
Dept. of Gastroentology,Hospital,10.6151909,76.1953222
Dept. of Opthomology,Hospital,10.615154,76.1961727
X-Ray Entrance,Hospital,10.6139674,76.1950542
Surgery,Hospital,10.6138738,76.1949694
Ortho,Hospital,10.6138763,76.194922
Observation-Surgery (female),Hospital,10.6138833,76.1948615
Nursing Station,Hospital,10.6138864,76.1948294
Observation surgery(Female),Hospital,10.6138931,76.1947713
ABC Ward,Hospital,10.6181705,76.2005703
Duty Nurse,Hospital,10.6183764,76.200408
Ayurveda Block,Hospital,10.6184238,76.2000499
OP Room (Ayurveda),Hospital,10.6184647,76.2000204
OP Registration (Ayurveda),Hospital,10.6183487,76.200121
Pharmacy,Hospital,10.6184083,76.200023
Female Ward,Hospital,10.6184992,76.1998782
Male Ward,Hospital,10.6182069,76.1997735
Cord Room,Hospital,10.6180746,76.201387
Insurance Medical Room,Hospital,10.618084,76.2012758
Pharmacy,Hospital,10.6180805,76.2013118
Electrical Room,Hospital,10.6180762,76.20135
Medicine Clinic,Hospital,10.6181568,76.2013062
Chest OP,Hospital,10.6181536,76.2013449
Dental OP,Hospital,10.618151,76.2013804
Casualty,Hospital,10.6181466,76.2014179
Registration,Hospital,10.6181451,76.2014494
Laboratory,Hospital,10.6181433,76.2014851
Eye OP,Hospital,10.6181223,76.2011802
Nurse's Room,Hospital,10.6181916,76.2010275
Duty Nurse,Hospital,10.6181979,76.2009838
Pulmunary OP,Hospital,10.6182062,76.2009127
Sleep Lab,Hospital,10.6182152,76.200859
Female Ward,Hospital,10.6181024,76.2009336
Nursing,Hospital,10.6182769,76.2010974
Conference Hall,Hospital,10.6183357,76.2011072
Medicine Storeroom,Hospital,10.6183819,76.2011131
Sitting Place,Hospital,10.6184928,76.2011327
Pharmacy,Hospital,10.6184369,76.2011719
Superintendent,Hospital,10.6184359,76.20122
Office,Hospital,10.618433,76.2012641
Junior Superintendent,Hospital,10.6184301,76.2012984
Treasurer,Hospital,10.618432,76.2013367
X-Ray,Hospital,10.6183781,76.2012993
RMO,Hospital,10.6183393,76.2012745
Doctor's Duty Room,Hospital,10.6182994,76.201279
Female PG Room,Hospital,10.6139672,76.1947349
Ophthalmology Room,Hospital,10.6139658,76.1947697
ENT Room,Hospital,10.6139687,76.1947972
Trauma Resuscitation Room,Hospital,10.6139631,76.1948612
Procedure Room,Hospital,10.6139621,76.1949122
Procedure Room,Hospital,10.6139573,76.1949593
Resuscitation Room,Hospital,10.6139583,76.1950054
Casualty counter,Hospital,10.6137947,76.1951747
Medical Emergency,Hospital,10.6139542,76.1951781
Nursing Station,Hospital,10.6139086,76.1952309
Medicine,Hospital,10.6138476,76.1952322
ECG Room,Hospital,10.615727,76.1880642
Preventive Medicine,Hospital,10.613915,76.1955027
Stomach Wash Room,Hospital,10.6139163,76.1956321
Medical Observation Ward(Female),Hospital,10.6138361,76.1956269
Medical Observation Ward (Male),Hospital,10.6138539,76.1954522
Central Research Laboratary,Hospital,10.6139188,76.1948802
ANIMAL DISEASE CONTROL PROJECT THRISSUR,Hospital,10.5202667,76.2415681
ICU,Hospital,10.6139228,76.1949157
Gov.Homeo Dispensary- valakkavu,Hospital,10.5174566,76.2961673
ahalya eye hospital,Hospital,10.5688492,76.1644422
Taluk Headquarters Hospital,Hospital,10.295896,76.3407747
Primary Health Centre Vilvattom,Hospital,10.555753,76.2383452
Government Hospital Kodakara,Hospital,10.3764307,76.3083021
Holy Family Medical Center,Hospital,10.471975,76.2422664
"Ahalia Foundation Eye Hospital, Kattungachira",Hospital,10.362468,76.2187994
The Irinjalakuda Co-Operative Hospital Ltd.,Hospital,10.332772,76.2167931
T M Hospital,Hospital,10.5250932,76.0504411
Dr Rani Menons Eye Clinic,Hospital,10.5203741,76.1952355
Arya Vaidya Asramam Ayurveda Hospital,Hospital,10.2107027,76.2034558
Bishop Alappatt Mission Hospital,Hospital,10.3951067,76.1645168
Rajah Hospital,Hospital,10.5937209,76.0290143
Dhanya Mission Hospital,Hospital,10.3310238,76.3245749
Oushadhi Panchkarma Hospital and Research Institute,Hospital,10.5318467,76.2099155
Ahalia Foundation And Eye Hospital,Hospital,10.521431,76.21236
Saroja Hospital,Hospital,10.5291187,76.211721
Vijayasree Eye Hospital,Hospital,10.5248467,76.2076735
Palace Hospital,Hospital,10.3188729,76.3200601
Maria Theresa Hospital,Hospital,10.2893094,76.2772058
Abdul Waheb Memorial Rajah Charitable Hospital,Hospital,10.5948631,76.0292745
I Vision Eye Hospital,Hospital,10.5052987,76.2110625
Craft Hospital,Hospital,10.2343816,76.1931574
Alpha palliative care,Hospital,10.522534,76.2064257
anthikkad government homeo dispensary,Hospital,10.4539683,76.0978998
"Govt Ayurveda Dispensary, Vellangallur;govt.ayurveda dispensary",Hospital,10.3062023,76.220201
Mnmvs Neethi Medical Stores,Hospital,10.3046886,76.2180922
Simons Eye Hospital,Hospital,10.6446897,76.0730497
KUNNAMKULAM TALUK HOSPITAL,Hospital,10.6494211,76.0699591
Arthat govt. homeo dispensary,Hospital,10.6510209,76.0698188
Santhigiri Ayurveda And Siddha Hospital,Hospital,10.524892,76.2224963
bag hospital,Hospital,10.5196694,76.1914372
Al Ameen Hospital,Hospital,10.6701423,76.1104606
AYUSH PHC MANALUR HOMOEO,Hospital,10.4777255,76.114134
Paduva hospital,Hospital,10.4449692,76.1273053
Rayhan Eye Clinic,Hospital,10.4143515,76.107036
Kerala Police Academy Hospital,Hospital,10.5615169,76.2359588
primary health centre karamuck,Hospital,10.4804327,76.1005891
Macare Valapad,Hospital,10.3988813,76.1145289
homeo dispensary,Hospital,10.6111491,76.0853167
"Community Health Centre, Anthikkad",Hospital,10.4580529,76.1201288
Ammirtha Ayurvedha Treatment Centre,Hospital,10.4579521,76.1260356
Guruvayoor Devaswom Hospital,Hospital,10.5926405,76.0409236
Puthenkulam Road-Employees State Insurance(ESI) Hospital High Road Ollur,Hospital,10.4656639,76.2463577
Kaiparambu Government Homoeo Dispensary,Hospital,10.5924467,76.1569439
Life Medical Center,Hospital,10.551522,76.3099122
Sun Diagnostic Centre,Hospital,10.5170126,76.2114717
desamangalam govt. hospital,Hospital,10.7545764,76.2311613
Community Health Centre Thriprayar,Hospital,10.4140051,76.1219716
Peringottukara Dialysis Centre,Hospital,10.4148836,76.1309241
co operative hospital manlur,Hospital,10.4980377,76.1086036
Gov.Homeo Dispensary- valakkavu,Hospital,10.5174478,76.2961583
co operative hospital manaloor,Hospital,10.498059,76.1086113
The pentecoastal mission thrissur,Hospital,10.5034351,76.2251191
Primary health centre,Hospital,10.5125614,76.2830619
hospital,Hospital,10.6309424,76.1422949
Devikripa Hospital,Hospital,10.4299097,76.2160281
govt hospital,Hospital,10.6281556,76.144183
holy family,Hospital,10.4489519,76.2782579
Shalom Hospital,Hospital,10.2964041,76.3368034
Puthenchira Gov Hospital,Hospital,10.2749111,76.2516315
Veterinary subcentre Anandhapuram,Hospital,10.3815157,76.2670031
jims hospital kodaly,Hospital,10.3747949,76.3749304
"Government Mental Health Center,Thrissur",Hospital,10.5203098,76.2007434
Primary Health Center Mambra,Hospital,10.2377085,76.3531888
triprayar govt hospital,Hospital,10.4136377,76.1220567
"Government Hospital, Mala",Hospital,10.2398736,76.2734571
Community Health Centre Pazhayannur,Hospital,10.6938677,76.4252869
Community Health Centre Pazhanji,Hospital,10.695458,76.0621937
Community Health Centre Mullassery,Hospital,10.5427013,76.0797797
Government Ayurvedic Hospital Manappady,Hospital,10.3698314,76.1877214
Government Hospital Kattoor,Hospital,10.3871241,76.1593335
Family Health Centre Poyya,Hospital,10.215128,76.2507756
health centre,Hospital,10.4641634,76.0692215
Kerala Institute of Sports Ayurverda & Research Thrissur,Hospital,10.5320258,76.2127585
R V D A H Thrissur,Hospital,10.5312548,76.2121389
"Govt.Ayurveda Hospital, Guruvayur",Hospital,10.5952326,76.0362449
Govt.Ayurveda Hospital Kodakara,Hospital,10.3543007,76.3165084
V.S.V.M Govt.Ayurveda Hospital Valappad,Hospital,10.3878358,76.1034529
V.K.S.M.M Government Ayurveda Hospital Santhipuram,Hospital,10.2612335,76.1820538
"Govt. Ayurveda Hospital,Azhikode",Hospital,10.1996724,76.1687049
"Govt.Ayurveda Hospital,Annamanada",Hospital,10.2392305,76.3281092
Oushadhi ayurveda pharmacy,Hospital,10.5737265,76.2175468
LRKA Govt. Ayurveda Hospital Villadom,Hospital,10.5498205,76.2390266
Pulloot,Hospital,10.2500417,76.2055426
Madakathra,Hospital,10.5458344,76.2700687
Wadakkancheri,Hospital,10.5486195,76.2624668
Govt. Ayurveda Dispensary Edavilangu Kodungallur (Via) Thrissur Dt.Pin 680664,Hospital,10.2806946,76.260643
Ashtamichira,Hospital,10.2708805,76.2802316
Government Ayurveda Hospital Kadangode,Hospital,10.6822716,76.132999
Neem Care Hospital,Hospital,10.2415013,76.2625898
Government Ayurveda Dispensary Desamangalam,Hospital,10.5283694,76.1835087
govt.Ayurveda Dispensory,Hospital,10.4776971,76.2464941
Government Ayurveda Dispensary Ashtamichira,Hospital,10.2814374,76.2603513
"Govt. Ayurveda Dispensary Avanoor ,Thangaloor P.O.,Thrissur Dt., Pin680581",Hospital,10.6348222,76.2112817
"Govt. Ayurveda Dispensary Chalakudy,ChalakudyP.O.,Thrissur Dt.Pin-680307",Hospital,10.3068522,76.3378961
Government Ayurveda Dispensary Chemmannur,Hospital,10.5177808,76.2116297
Government Ayurveda Dispensary Chengallur,Hospital,10.4056556,76.3011254
"Govt. Ayurveda Dispensary Cherpu, Thayankulangara,Near Sneha Bhavan Building,Cherpu.P.O, Thrissur Dt.Pin680561",Hospital,10.4386734,76.2091861
"Govt. Ayurveda Dispensary Eravu, Arimpur P.O. Thrissur Dt.Pin 680620",Hospital,10.4884552,76.118575
"Govt. Ayurveda Dispensary Kadapuram, P.O.Blangad,Thrissur Dt",Hospital,10.561948,76.0166365
Government Ayurveda Dispensary Irunilamcode,Hospital,10.6856001,76.2167555
"Sahachari Center,Trithallur West",Hospital,10.4823512,76.0623367
Shanthi Bhavan Palliative Hospital,Hospital,10.431894,76.224151
Ayurgem Ayurvedic Hospital,Hospital,10.5010229,76.2119415
Aryamadam Ayurveda Health Centre,Hospital,10.6693579,76.1132874
Makara Ayurveda Hospital,Hospital,10.6206702,76.2021122
Government Ayurveda Dispensary Pazhayannur,Hospital,10.6754858,76.4224108
Gandhiji Naturopathy Hospital,Hospital,10.4928613,76.2152488
Alappat Dental Hospital,Hospital,10.4698197,76.0803677
Alees Homeopathy Hospital & Research Centre,Hospital,10.6995431,76.092682
Max Care Hospital,Hospital,10.6630868,76.2481334
South Zone Eye & Diabetes Hospital,Hospital,10.645532,76.065369
Skype Dental Hospital,Hospital,10.553733,76.0744738
"Government Ayurveda Dispensary, Avanoor",Hospital,10.6131773,76.1801256
Bone & Joint Hospital,Hospital,10.536429,76.215994
Kottakkal Arya Vaidya Sala,Hospital,10.5648004,76.123249
Primary Health Centre 24*7 Arimpur,Hospital,10.497812,76.154466
Moyalan's Hospital,Hospital,10.3073237,76.3380823
Holy Angel Hospital,Hospital,10.361774,76.410522
Bethzada Ayurvedic Hospital,Hospital,10.2852799,76.3191752
Ayurveda Hospital,Hospital,10.2341892,76.3284617
Mahalakshmi Multispeciality Dental Hospital,Hospital,10.232291,76.195861
St. Vincent Diabetes Hospital & Research Centre,Hospital,10.3393863,76.219457
Kuzhur Panchayat Hospital,Hospital,10.204512,76.278669
Hospital,Hospital,10.240304,76.266917
Pullur Mission Hospital,Hospital,10.3429971,76.2352655
K A Speciality Hospital,Hospital,10.3911879,76.2212993
Okay Mission Hospital,Hospital,10.2302845,76.1887487
St. Joseph Hospital,Hospital,10.4345449,76.3550907
Mar Thoma Hospital,Hospital,10.1908537,76.1781232
Medigreen Hospital,Hospital,10.2870504,76.2149499
Merly Jeevamrith Ayurveda Hospital,Hospital,10.307309,76.33214
MIT Mission Hospital,Hospital,10.2329009,76.1941745
Gurudharmam Mission Hospital,Hospital,10.239203,76.264598
Government Veterinary Dispensary,Hospital,10.6442082,76.1929819
"Homeo, Ayurveda Dispensary",Hospital,10.5823933,76.0219563
veterinary hospital cherpu,Hospital,10.4449655,76.2117672
veterinary hospital ollur,Hospital,10.4891421,76.2408594
veterinary sub centre thaikattussery,Hospital,10.4564782,76.2401889
Veterinary Dispensary,Hospital,10.6131471,76.1814563
AYUSH PHC NENMANIKKARA HOMOEO,Hospital,10.4223059,76.2507609
Veterinary Dispensary,Hospital,10.2096823,76.2649222
DISTRICT VETERINARY CENTRE THRISSUR,Hospital,10.520455,76.2415582
vallachira vetinary hopital,Hospital,10.4438876,76.2329579
APHC(NHM)HOMOEO PUDUKKAD,Hospital,10.4252911,76.2678905
Annamanada Ayush Phc (Homoeo),Hospital,10.2383046,76.3267975
ayush primary health centre homoeo mullasseri,Hospital,10.5555157,76.0984986
AYUSH PHC HOMOEO KODASSERY,Hospital,10.3431333,76.3945927
Ayush PHC Homoeo Pookode,Hospital,10.6242672,76.026012
AYUSH PHC HOMOEOPATHY ENGANDIYUR,Hospital,10.5181731,76.0520162
"AYUSH PHC HOMOEOPATHY CHELAKKARA, Chelakkara P.O., Thrissur 680586",Hospital,10.6946084,76.3346826
VETERINARY DISPENSARY CHAIPPANKUZHY,Hospital,10.3251557,76.4423429
ICDP SUBCENTER KUTTICHIRA,Hospital,10.33276,76.4244035
Veterinary hospital Avinissery,Hospital,10.4697358,76.2248149
AYUSH PHC HOMOEO PERINJANAM,Hospital,10.305805,76.1594782
Ayurveda Dispensary,Hospital,10.6210025,75.9964202
GAD Kandassamkadavu,Hospital,10.4747673,76.1017343
Veterinary Dispensary Perinjanam,Hospital,10.3137728,76.142272
vetarinary dispensary punnayur,Hospital,10.6305652,75.9985428
veterinary sub centre manalur,Hospital,10.4745548,76.1015899
Government Veterinary Sub Centre Muttithadi,Hospital,10.4578908,76.3286859
Government Ayurveda Dispensary,Hospital,10.269823,76.3113372
veterinary sub centre chowannur,Hospital,10.6570724,76.0853073
veterinary dispensary chowannur,Hospital,10.6318938,76.0878038
government ayurveda dispensary,Hospital,10.5599706,76.0642012
Veterinary Dispensary Ashtamichira,Hospital,10.2754456,76.2774896
veterinary sub centre pazhookkara,Hospital,10.2798704,76.2928823
Veterinary Sub Centre Poyya,Hospital,10.2156894,76.2384945
Veterinary Sub Centre Annanad,Hospital,10.2754102,76.3234286
veterinary subcenter punnayur,Hospital,10.6277656,75.9898404
"GOVT AYURVEDA DISPENSARY,AYYANTHOLE",Hospital,10.5145361,76.1822709
govt homoeo dispensary  arimpur,Hospital,10.4975527,76.1561817
GOVT HOMOEO DISPENSARY AYYANTHOLE,Hospital,10.5148036,76.1822653
Muriyad Government Homoeo Dispensary,Hospital,10.3674551,76.2641067
AYUSH NHM Homoeo Dispensary,Hospital,10.2907764,76.5130446
Govt.Ayurveda Dispensary Avinissery,Hospital,10.4700513,76.2215205
Engandiyur Veterinary sub centre,Hospital,10.5085566,76.0653451
NHM AYURVEDA DISPENSARY,Hospital,10.3584894,76.1268567
"Ayush NHM PHC Homoeopathy, Mundathikode",Hospital,10.6440936,76.2057791
Gad Choondal,Hospital,10.6262218,76.0979725
"Government Homeo Dispensary, Thiruvilwamala",Hospital,10.7356262,76.4289716
GOVT AYURVEDA DISPENSARY VETTILAPPARA,Hospital,10.2908962,76.5085739
Tholur Govt.Homoeo dispensary,Hospital,10.5952414,76.1203881
GAD Ollukkara,Hospital,10.5279704,76.2547495
Govt Ayurveda DIspensary Venkitangu,Hospital,10.5191684,76.0911303
Veterinary Dispansary Pulacode,Hospital,10.6496453,76.3568992
ICDP Sub center Kalappara,Hospital,10.6359426,76.3621474
"Government Ayurveda Dispensary, Alagappanagar",Hospital,10.4345756,76.2961886
GOVT AYURVEDA DISPENSARY PARIYARAM,Hospital,10.3195967,76.3706856
"Government Ayurveda Dispensary, Thiruvilwamala",Hospital,10.7356194,76.4290669
homoeo dispensary,Hospital,10.5377374,76.0280148
Government Ayurveda Dispensary Parappukara,Hospital,10.4048211,76.2788572
AYUSH Primary Health Centre Homeopathy Kadukutty Vynthala Homoeo Dispensery,Hospital,10.2591342,76.3030196
"Government Homoeo Dispensary, Venkitangu",Hospital,10.5192476,76.0909888
Ayush Ayurveda PHC NHM Kadappuram,Hospital,10.537815,76.0280644
govt.ayurveda dispensary,Hospital,10.7489054,76.2760215
AYURSHIFA  AYURVEDA  PANCHAKARAM AND MARAMA  RESEARCH CENTRE,Hospital,10.6707811,76.1134419
"Govt. Ayurveda Dispensary, Kodassery, Pulinkara",Hospital,10.3356648,76.4373817
Veterinary Dispensary Erumapetty,Hospital,10.6813454,76.1712321
government ayuveda hospital puthenchira,Hospital,10.2810386,76.2606172
"Government Ayurveda Dispensary, Tholur",Hospital,10.5673944,76.1247296
Neethi Medical Store,Hospital,10.4688554,76.0820249
Dental clinic,Hospital,10.6434154,76.2048179
samuels clinic,Hospital,10.5747416,76.1626632
hospital,Hospital,10.6291621,76.0232142
KP Prabhakaran memorial government hospital anthikkad,Hospital,10.4581257,76.1162883
"Ashwamalika Hospital, kanjany",Hospital,10.4784905,76.1149246
Jubilee Ayurveda Misson Hospital,Hospital,10.5592643,76.2341114
"hospital,doctors",Hospital,10.6546526,76.0695824
"hospital,doctors",Hospital,10.6086419,76.1388542
Homeo dispensery,Hospital,10.5493041,76.1639148
KONAY,Hospital,10.3086936,76.1941959
Dr. Babu Krishnakumar Clinic,Hospital,10.490837,76.2769246
Dental clinic,Hospital,10.273721,76.245487
Government Homeo Dispensary,Hospital,10.3719673,76.1201305
Devamatha Hospital,Hospital,10.2614496,76.3523519
GOVERNMENT AYURVEDA DISPENSARY CHENGALOOR,Hospital,10.4056635,76.3011244
take care polyclinic payachode,Hospital,10.3805789,76.1191814
"Kattakayam Hospital,Kuttichira",Hospital,10.3339345,76.4209682
Family Health Centre Pariyaram,Hospital,10.3219789,76.4013733
Neethi High-Tech Lab,Hospital,10.2378979,76.327831
Parakkal Dental Care And Orthodontic Centre,Hospital,10.240365,76.2652513
"Primary Health centre ,Avanoor",Hospital,10.6081797,76.1797798
GEM hospitals and research centre,Hospital,10.5204383,76.2369189
"Urban Primary Health Centre, V R Puram",Hospital,10.3090957,76.317066
Medical Trust Hospital,Hospital,10.3724125,76.3047065
Atreya Hospital,Hospital,10.5286288,76.2264491
"Unity Hospital, Kattoor",Hospital,10.3746277,76.158508
Lakshmisudha hospital Urakam,Hospital,10.4417967,76.2308711
Lakshmikripa Hospital Urakam,Hospital,10.4418868,76.2308427
Community Health Centre Anthikkad,Hospital,10.453137,76.1145664
Family Health Centre Deshamangalam,Hospital,10.7469221,76.2334546
Family Health Centre Kondazhy,Hospital,10.7267588,76.3958593
Lurde Hospital Mannuthy,Hospital,10.5237003,76.2627961
"Saffire Medical Centre, Thiruvilwamala",Hospital,10.7331167,76.4292577
Aripalam Health Center,Hospital,10.2999558,76.1941697
tesla hospitals,Hospital,10.4287747,76.2874961
Homely Dental Care,Hospital,10.3761349,76.1578775
Homeopathy Hospital,Hospital,10.3775663,76.1486352
Fedra Hospital Karanchira,Hospital,10.4017736,76.1584421
Neethi Clinic,Hospital,10.3795055,76.151928
Primary Health Centre Choondal,Hospital,10.6401705,76.1204019
Punarjani De-addiction & Rehabilitation Centre,Hospital,10.6033835,76.2396563
കടവത്ത് വൈദ്യം,Hospital,10.6028862,76.1871157
ADITHYA MEDICAL AND REHABILITION CENTRE Pvt. Ltd,Hospital,10.5018831,76.2159653
Wadakanchery Digital X-Rays,Hospital,10.6649422,76.2518177
"Urban Primary Health Centre, Gosayikunnu",Hospital,10.5088566,76.218856
NHM AYURVEDA DISPENSARY KODUNGALLUR,Hospital,10.2287522,76.1834027
ayush phc Kathikudam,Hospital,10.2590563,76.3278085
"Govt Ayurveda Dispensary, Poomangalam",Hospital,10.3060139,76.1981486
Ayush Ayurveda PHC Meloor,Hospital,10.2950516,76.3610956
GAD KALLUR,Hospital,10.4567256,76.3075386
"Govt. Ayurveda Dispensary , Avanoor",Hospital,10.6132111,76.1801243
Govt.Ayurveda Dispensary Edavilangu,Hospital,10.2401045,76.1642464
Homeo Dispensery East Kuttichira,Hospital,10.3273156,76.4280212
Mar Themotheos Hospital,Hospital,10.5317792,76.2417769
Thonnurkkara Public health centre,Hospital,10.6880464,76.316707
vijayasree eye hospital,Hospital,10.5243875,76.2076675
Malabar eye hospital,Hospital,10.5269756,76.2105537
niyaama ayurveda medical centre,Hospital,10.5248675,76.2076716
Family Health Center Edalamkunn Ground,Hospital,10.6998333,76.2754503
Homeo Hospital Venginissery,Hospital,10.4649871,76.2000608
Ayurvedha Hospital,Hospital,10.4349613,76.0940937
PHC,Hospital,10.440558,76.2055601
PHC,Hospital,10.4513985,76.2189411
Sukhadam,Hospital,10.6000731,76.1216766
Karunya Hospital,Hospital,10.511527,76.2587422
Jubilee Mission Medical Institute,Hospital,10.5206703,76.2227693
Jubilee Mission Hospital,Hospital,10.5200819,76.2263381
Juibilee Mission Hrudyalaya,Hospital,10.519871,76.2272994
Keekot thangal memorial ayurveda hospital,Hospital,10.5692548,76.029276
Family Welfare Centre Panangattukara,Hospital,10.6414787,76.2540698
Daya Emergency Care Center,Hospital,10.403892,76.1117623
Valapad Unani Hospital,Hospital,10.4015205,76.1129092
Nhims Hospitals,Hospital,10.748261,76.2748827
Carewell Multispeciality Dental Clinic,Hospital,10.7471999,76.2748693
Cheruthuruthy Health centre,Hospital,10.7391952,76.2756227
St Joseph's Hospital,Hospital,10.4490479,76.278251
"Thrissur Corporation Primary Health Centre, Ayyanathole",Hospital,10.5144346,76.1811187
Cimar Women's Hospital,Hospital,10.481891,76.2144946
അമല ഇന്സ്റ്റിറ്റ്യൂട്ട് ഓഫ് മെഡിക്കൽ സയൻസസ്,Hospital,10.56120539195432,76.16721220544964
Sitaram Ayurveda Speciality Hospital,Hospital,10.517436610306875,76.21135289689761
Jubilee Mission Medical College and Research Institute,Hospital,10.520630069014077,76.22763191320014
Lal Memorial Hospital,Hospital,10.376626263733268,76.21985707532049
Westfort Hi-Tech Hospital,Hospital,10.536471581746788,76.19703199774155
Elite Mission Hospital,Hospital,10.502356765088804,76.21129154470498
Metropolitan Hospital,Hospital,10.51051513133219,76.21049601924969
Derma Laser Centre,Hospital,10.541522469788802,76.21235459878972
Trichur Heart Hospital,Hospital,10.51267110585935,76.21461162488008
Kunnamkulam Government Hospital,Hospital,10.648929716301456,76.06976227142688
Jeevodaya Mission Hospital,Hospital,10.696069525687284,76.33094920858417
San Jos Parish Hospital,Hospital,10.5637850641958,76.06350442699636
Karthyayani Nursing Home,Hospital,10.535665578048668,76.21196770217803
Sudharma Lab,Hospital,10.5355848656636,76.2141029142235
Aswini Hospital Private Limited,Hospital,10.534744925064407,76.21424079971237
"Taluk hospital,Chelakkara",Hospital,10.69308029081508,76.3460407768868
Unit Hospital,Hospital,10.635888919735049,76.08177404072494
Health Center,Hospital,10.65426225,76.1380236
Ansar hospital Perumbilavu,Hospital,10.703211736791689,76.09005906804386
Govt District Hospital-Wadakkancherry,Hospital,10.665677326699342,76.25229090062349
kerala police academy hospital,Hospital,10.561529011827952,76.235952152717
PRIMARY HEALTH CENTRE RAMAVARMAPURAM,Hospital,10.560646636114685,76.23410875859167
MES Hospital Karupadanna,Hospital,10.260728477696963,76.20338741768946
Taluk Headquarters Hospital Kodungalloor,Hospital,10.22838069523765,76.19725358014021
Relief Hospital,Hospital,10.29457012374766,76.15769595602977
Vijayasree Eye Hospital,Hospital,10.52439171027229,76.20765992562295
West Fort Hospital,Hospital,10.524098719837776,76.20183686431547
General Hospital Irinjalakuda,Hospital,10.348027021876009,76.21796564857091
PAY AND PARK,Hospital,10.613120717369505,76.19553071347168
"Government Dental College, Thrissur",Hospital,10.618739386638058,76.19656073890926
"Modern Hospital, Kodungallur (Main)",Hospital,10.234661166871778,76.1897446605585
Mother hospital,Hospital,10.519440609867925,76.18523706194384
Taluk Head Quarters Hospital Chalakudy,Hospital,10.308203827448637,76.33368558784179
AYUSH PHC KODASEERI HOMOEO,Hospital,10.343096568580211,76.39458850738923
Family Health Centre Pariyaram,Hospital,10.322059044959335,76.40131818529947
Ayush PHC Ayurveda Dispensary Kathikudam,Hospital,10.2590570949223,76.32779802430754
Family Health Centre Nalukettu,Hospital,10.27990027576964,76.38889962392264
Gandhigram Government Hospital Of Dermatology Koratty,Hospital,10.258608196198988,76.38023329115741
Community Health Centre Mattathur,Hospital,10.374930915177671,76.37202192007538
ESI Hospital,Hospital,10.517154600484837,76.18291059483728
Diagnostic Medical Lab,Hospital,10.53534218524314,76.20168790688368
Thrissur District Co-Operative Hospital,Hospital,10.527461193927016,76.2118008643728
Thaikkatt Moose Vydyaraj Oushadasala,Hospital,10.51775086803244,76.18003110905805
Westfort Hospital,Hospital,10.53755351153529,76.1964540077807
Nyle Hospital,Hospital,10.611214749244263,76.13381888313984
Malankara Hospital,Hospital,10.64839317095977,76.07862865529972
Chandramathy Amma Memorial Hospital,Hospital,10.516441457558855,76.17844470667882
Vaidyaratnam Ayurveda College Hospital,Hospital,10.463561536445784,76.24022716461583
Mother & Child Hospital,Hospital,10.371203804739864,76.30501435184311
Veterinary Dispensary,Hospital,10.214151392476118,76.2954912348562
Primary Health Centre Pattikkad,Hospital,10.5548496,76.32395399999999
Primary Health Centre Kandanassery,Hospital,10.594202978351786,76.09158357678764
"General Hospital, Thrissur",Hospital,10.52267885,76.217245
"District TB Centre,Thrissur",Hospital,10.52309865,76.21823750000001
Primary Health Centre Madakathara,Hospital,10.584578584801532,76.26684589309723
Primary Health Centre Nattika,Hospital,10.420389575510054,76.09237043976776
Primary Health Centre Porkulam,Hospital,10.674193349999998,76.06723694999998
1,Hospital,10.43004601885034,76.33265874439948
馬偕,Hospital,10.430845466666668,76.325666869437
PRIMARY HEALTH CENTRE METHALA;Primary Health Centre Methala,Hospital,10.201942718938172,76.18855189757988
"Veterinary Dispensary, Marathamcode",Hospital,10.664479271112636,76.1131133461653
govt.hom,Hospital,10.517429102197788,76.29618899156154
ICDP SUB CENTER VETTILAPPARA,Hospital,10.290703076396785,76.52545269630859
"Primary Health Centre, Urngattiri",Hospital,10.29144948153597,76.50677365108785
Community Health Centre Kadappuram,Hospital,10.540516521053071,76.0248703329683
Primary Health Centre Chamakkala,Hospital,10.350952549128968,76.11134812685525
PHC poovathussery,Hospital,10.380110813313427,76.23462980447849
Veterinary sub centre Vallathol Nagar,Hospital,10.7470887,76.28584169999999
Mary Immaculate Mission Hospital,Hospital,10.50851515718692,76.05790629508412
Metro health care,Hospital,10.343960580838273,76.20832512067453
Ittimani Hospital,Hospital,10.644574867466728,76.06593005692167
vellangallur govt.veterinary hospital,Hospital,10.299115042816078,76.22073559720192
public health centre,Hospital,10.299075921358591,76.21880030024847
GEM Hospital,Hospital,10.5284304779126,76.21915174892668
Westfort Ayurveda Hospital,Hospital,10.52393193757273,76.2004496959537
Wellcare Hospital,Hospital,10.503135473347662,76.06269139689631
"Health Centre, Nadathara",Hospital,10.510137099375406,76.26223121753478
anthikad health centre,Hospital,10.458104084749488,76.12020382613964
"Primary Health Centre, Kaipamangalam",Hospital,10.335319457518322,76.12225360097315
Taluk Head Quarters Hospital Chavakkad,Hospital,10.586876316130276,76.01908481780714
St. James Hospital,Hospital,10.315204482144852,76.33549043629934
